15,15.000000,1730934861
21,17.000000,1730934861
37,18.000000,1730934861
49,19.000000,1730934861
112,20.000000,1730934861
129,23.000000,1730934861
132,24.000000,1730934861
142,25.000000,1730934861
15,14.889689,1730934891
21,16.768718,1730934891
37,17.876704,1730934891
49,19.004172,1730934891
112,19.973412,1730934891
129,22.833724,1730934891
132,23.961817,1730934891
142,25.094569,1730934891
15,14.665345,1730934921
21,16.529477,1730934921
37,17.955173,1730934921
49,19.247451,1730934921
112,19.998123,1730934921
129,22.667370,1730934921
132,23.808498,1730934921
142,25.195844,1730934921
15,14.629161,1730934951
21,16.754454,1730934951
37,18.108451,1730934951
49,19.155319,1730934951
112,20.114678,1730934951
129,22.538528,1730934951
132,23.590471,1730934951
142,25.246709,1730934951
15,14.723651,1730934981
21,16.927071,1730934981
37,18.223830,1730934981
49,19.147255,1730934981
112,20.066982,1730934981
129,22.671289,1730934981
132,23.749822,1730934981
142,25.241702,1730934981
15,14.885670,1730935011
21,16.876570,1730935011
37,18.117979,1730935011
49,19.382098,1730935011
112,19.977734,1730935011
129,22.883965,1730935011
132,23.840105,1730935011
142,25.447929,1730935011
15,14.787461,1730935041
21,16.936945,1730935041
37,18.074871,1730935041
49,19.215804,1730935041
112,20.199207,1730935041
129,23.119352,1730935041
132,23.726024,1730935041
142,25.502956,1730935041
15,14.890886,1730935071
21,16.858517,1730935071
37,18.236470,1730935071
49,19.330240,1730935071
112,20.294483,1730935071
129,23.367010,1730935071
132,23.694856,1730935071
142,25.630738,1730935071
15,14.783919,1730935101
21,16.883776,1730935101
37,18.465944,1730935101
49,19.463819,1730935101
112,20.220702,1730935101
129,23.615405,1730935101
132,23.642303,1730935101
142,25.739854,1730935101
15,14.821685,1730935131
21,16.750062,1730935131
37,18.519485,1730935131
49,19.502962,1730935131
112,20.451593,1730935131
129,23.465485,1730935131
132,23.654449,1730935131
142,25.617780,1730935131
15,14.860855,1730935161
21,16.740915,1730935161
37,18.734039,1730935161
49,19.643044,1730935161
112,20.444713,1730935161
129,23.547209,1730935161
132,23.472870,1730935161
142,25.826324,1730935161
15,15.059271,1730935191
21,16.916148,1730935191
37,18.792289,1730935191
49,19.664461,1730935191
112,20.482574,1730935191
129,23.797170,1730935191
132,23.579761,1730935191
142,25.752222,1730935191
15,15.015391,1730935221
21,16.948407,1730935221
37,18.791385,1730935221
49,19.859171,1730935221
112,20.449248,1730935221
129,23.869456,1730935221
132,23.552412,1730935221
